# x/m, y/m, cos, sin, vel/(m/s)
-16.8507, -69.368, 0.96265, 0.270749, 7.74507
-16.7851, -69.3439, 0.962188, 0.272385, 7.74507
-16.6686, -69.3006, 0.96136, 0.275294, 7.74507
-16.6322, -69.287, 0.9611, 0.276202, 7.74507
-16.5885, -69.2707, 0.960786, 0.27729, 7.74507
-16.5085, -69.2406, 0.960208, 0.279285, 7.74507
-16.4431, -69.2159, 0.959732, 0.280917, 7.74507
-16.3705, -69.1883, 0.959199, 0.28273, 7.74507
-16.3052, -69.1633, 0.958717, 0.284361, 7.74507
-16.2327, -69.1355, 0.958178, 0.286172, 7.74507
-16.153, -69.1047, 0.957581, 0.288163, 7.74508
-16.0661, -69.0708, 0.956926, 0.290333, 7.74508
-16.0227, -69.0539, 0.956596, 0.291418, 7.74508
-15.9504, -69.0255, 0.956044, 0.293225, 7.74508
-15.8782, -68.9969, 0.955488, 0.295031, 7.74508
-15.806, -68.9683, 0.954928, 0.296836, 7.74508
-15.741, -68.9423, 0.954423, 0.298459, 7.74508
-15.6833, -68.9192, 0.95397, 0.299901, 7.74508
-15.6113, -68.8902, 0.953402, 0.301704, 7.74508
-15.5393, -68.861, 0.95283, 0.303505, 7.74508
-15.4673, -68.8317, 0.952255, 0.305304, 7.74508
-15.4026, -68.8052, 0.951734, 0.306924, 7.74508
-15.338, -68.7786, 0.95121, 0.308543, 7.74508
-15.2662, -68.7489, 0.950625, 0.310341, 7.74508
-15.2016, -68.722, 0.950096, 0.311958, 7.74508
-15.1371, -68.6951, 0.949564, 0.313574, 7.74508
-15.0727, -68.668, 0.949029, 0.315188, 7.74509
-14.9939, -68.6348, 0.948372, 0.317161, 7.74509
-14.9296, -68.6075, 0.947831, 0.318774, 7.74509
-14.8724, -68.5831, 0.947348, 0.320207, 7.74509
-14.7938, -68.5495, 0.94668, 0.322177, 7.74509
-14.7296, -68.5219, 0.94613, 0.323787, 7.74509
-14.6655, -68.4941, 0.945577, 0.325397, 7.74509
-14.6013, -68.4662, 0.945022, 0.327005, 7.74509
-14.5301, -68.4351, 0.944403, 0.328791, 7.74509
-14.459, -68.4039, 0.943779, 0.330576, 7.74509
-14.3382, -68.3504, 0.942713, 0.333606, 7.74509
-14.324, -68.3442, 0.942586, 0.333963, 7.74509
-14.2602, -68.3157, 0.942017, 0.335566, 7.74509
-14.1893, -68.284, 0.941381, 0.337346, 7.74509
-14.1255, -68.2553, 0.940805, 0.338947, 7.74509
-14.0547, -68.2233, 0.940163, 0.340724, 7.74509
-13.9628, -68.1815, 0.939324, 0.343032, 7.74509
-13.9204, -68.1622, 0.938934, 0.344097, 7.74509
-13.8568, -68.133, 0.938348, 0.345693, 7.74509
-13.7862, -68.1005, 0.937693, 0.347465, 7.74509
-13.6876, -68.0548, 0.936771, 0.349943, 7.74509
-13.6523, -68.0384, 0.93644, 0.350828, 7.74509
-13.582, -68.0055, 0.935776, 0.352596, 7.74509
-13.5187, -67.9759, 0.935175, 0.354186, 7.74509
-13.4554, -67.9461, 0.934572, 0.355775, 7.74509
-13.3852, -67.9128, 0.933898, 0.35754, 7.74509
-13.3221, -67.8828, 0.933289, 0.359127, 7.74509
-13.252, -67.8493, 0.932609, 0.360888, 7.74509
-13.1889, -67.819, 0.931994, 0.362473, 7.74509
-13.112, -67.7819, 0.931239, 0.364409, 7.74509
-13.0072, -67.7309, 0.930203, 0.367047, 7.74509
-12.9793, -67.7173, 0.929925, 0.367749, 7.74509
-12.9234, -67.69, 0.929368, 0.369153, 7.74509
-12.8537, -67.6558, 0.928669, 0.370909, 7.74509
-12.784, -67.6214, 0.927967, 0.372663, 7.74509
-12.7005, -67.5799, 0.92712, 0.374765, 7.74509
-12.6449, -67.5522, 0.926553, 0.376165, 7.74509
-12.5755, -67.5174, 0.92584, 0.377916, 7.7451
-12.513, -67.486, 0.925196, 0.379489, 7.7451
-12.4506, -67.4545, 0.92455, 0.381061, 7.7451
-12.3813, -67.4193, 0.923828, 0.382808, 7.7451
-12.319, -67.3876, 0.923176, 0.384378, 7.7451
-12.2637, -67.3593, 0.922594, 0.385772, 7.7451
-12.2015, -67.3274, 0.921937, 0.38734, 7.7451
-12.1255, -67.2882, 0.92113, 0.389255, 7.7451
-12.0635, -67.256, 0.920467, 0.390821, 7.7451
-11.9946, -67.2201, 0.919726, 0.39256, 7.7451
-11.9257, -67.1841, 0.918983, 0.394297, 7.7451
-11.8638, -67.1516, 0.918311, 0.39586, 7.7451
-11.802, -67.119, 0.917636, 0.397421, 7.7451
-11.7334, -67.0826, 0.916883, 0.399155, 7.7451
-11.6579, -67.0424, 0.916052, 0.40106, 7.7451
-11.6031, -67.0131, 0.915444, 0.402445, 7.7451
-11.5415, -66.9801, 0.914758, 0.404002, 7.7451
-11.4663, -66.9395, 0.913916, 0.405903, 7.7451
-11.4117, -66.9099, 0.913301, 0.407285, 7.7451
-11.3434, -66.8728, 0.91253, 0.40901, 7.7451
-11.282, -66.8393, 0.911833, 0.410561, 7.7451
-11.2139, -66.8019, 0.911055, 0.412285, 7.7451
-11.1119, -66.7456, 0.909883, 0.414866, 7.7451
-11.0847, -66.7306, 0.909569, 0.415553, 7.7451
-11.0304, -66.7004, 0.90894, 0.416927, 7.7451
-10.9625, -66.6626, 0.90815, 0.418645, 7.7451
-10.8948, -66.6246, 0.907358, 0.42036, 7.7451
-10.8338, -66.5903, 0.906642, 0.421901, 7.7451
-10.7662, -66.5521, 0.905843, 0.423614, 7.7451
-10.7054, -66.5177, 0.905121, 0.425154, 7.7451
-10.6311, -66.4754, 0.904236, 0.427033, 7.7451
-10.5704, -66.4406, 0.903509, 0.428569, 7.7451
-10.5165, -66.4097, 0.90286, 0.429934, 7.7451
-10.4492, -66.3709, 0.902047, 0.431638, 7.7451
-10.3417, -66.3085, 0.900738, 0.434362, 7.7451
-10.3149, -66.2929, 0.90041, 0.435042, 7.7451
-10.2478, -66.2537, 0.899586, 0.436743, 7.7451
-10.1808, -66.2144, 0.89876, 0.438441, 7.7451
-10.1205, -66.1789, 0.898014, 0.439968, 7.7451
-10.0537, -66.1393, 0.89718, 0.441664, 7.7451
-9.99355, -66.1037, 0.896429, 0.443188, 7.7451
-9.92682, -66.0639, 0.89559, 0.444881, 7.7451
-9.86684, -66.028, 0.894832, 0.446403, 7.7451
-9.80026, -65.9879, 0.893987, 0.448093, 7.7451
-9.73375, -65.9478, 0.893139, 0.449781, 7.7451
-9.66733, -65.9075, 0.892287, 0.451468, 7.7451
-9.60098, -65.8671, 0.891432, 0.453154, 7.7451
-9.54132, -65.8306, 0.890661, 0.454668, 7.7451
-9.48174, -65.7941, 0.889886, 0.456183, 7.7451
-9.42882, -65.7615, 0.889195, 0.457529, 7.7451
-9.36935, -65.7247, 0.888415, 0.459042, 7.7451
-9.30334, -65.6837, 0.887545, 0.460721, 7.7451
-9.244, -65.6468, 0.88676, 0.46223, 7.7451
-9.17815, -65.6056, 0.885884, 0.463906, 7.7451
-9.09267, -65.5518, 0.884741, 0.466082, 7.7451
-9.04668, -65.5228, 0.884124, 0.467252, 7.7451
-8.98762, -65.4853, 0.883327, 0.468756, 7.7451
-8.92207, -65.4436, 0.88244, 0.470426, 7.7451
-8.86314, -65.406, 0.881637, 0.471928, 7.7451
-8.80427, -65.3683, 0.880833, 0.473428, 7.7451
-8.7259, -65.3178, 0.879756, 0.475426, 7.7451
-8.69326, -65.2967, 0.879306, 0.476258, 7.7451
-8.62807, -65.2545, 0.878404, 0.477919, 7.7451
-8.54346, -65.1994, 0.877226, 0.480078, 7.7451
-8.50444, -65.1739, 0.876681, 0.481073, 7.7451
-8.43948, -65.1313, 0.875769, 0.482729, 7.7451
-8.3746, -65.0885, 0.874855, 0.484384, 7.7451
-8.3098, -65.0457, 0.873938, 0.486038, 7.7451
-8.24508, -65.0027, 0.873017, 0.48769, 7.7451
-8.18691, -64.9639, 0.872186, 0.489175, 7.7451
-8.12234, -64.9207, 0.87126, 0.490822, 7.7451
-8.05143, -64.8731, 0.870237, 0.492634, 7.7451
-7.99347, -64.834, 0.869397, 0.494114, 7.7451
-7.93558, -64.7947, 0.868555, 0.495592, 7.7451
-7.87134, -64.7511, 0.867617, 0.497234, 7.7451
-7.81359, -64.7117, 0.866769, 0.498709, 7.7451
-7.7559, -64.6721, 0.86592, 0.500183, 7.7451
-7.6855, -64.6237, 0.864877, 0.501983, 7.7451
-7.62797, -64.584, 0.864023, 0.503453, 7.7451
-7.56412, -64.5397, 0.863069, 0.505085, 7.7451
-7.50036, -64.4954, 0.862113, 0.506716, 7.7451
-7.39221, -64.4196, 0.860481, 0.509483, 7.7451
-7.35407, -64.3928, 0.859902, 0.510458, 7.7451
-7.32866, -64.3749, 0.859516, 0.511109, 7.7451
-7.26521, -64.3301, 0.858548, 0.512734, 7.7451
-7.20185, -64.2851, 0.857577, 0.514355, 7.7451
-7.13857, -64.2401, 0.856604, 0.515975, 7.7451
-7.07538, -64.1949, 0.855627, 0.517594, 7.7451
-7.01227, -64.1496, 0.854646, 0.51921, 7.7451
-6.95555, -64.1087, 0.853762, 0.520663, 7.7451
-6.8926, -64.0632, 0.852776, 0.522276, 7.7451
-6.82347, -64.0129, 0.851688, 0.524049, 7.7451
-6.76071, -63.9671, 0.850696, 0.525658, 7.7451
-6.7043, -63.9258, 0.8498, 0.527105, 7.7451
-6.6417, -63.8798, 0.848802, 0.528711, 7.7451
-6.58543, -63.8383, 0.847901, 0.530155, 7.7451
-6.52924, -63.7967, 0.846998, 0.531597, 7.7451
-6.46689, -63.7504, 0.845991, 0.533198, 7.7451
-6.40462, -63.7039, 0.844981, 0.534797, 7.7451
-6.34245, -63.6574, 0.843967, 0.536394, 7.7451
-6.28656, -63.6153, 0.843053, 0.537831, 7.7451
-6.23075, -63.5732, 0.842136, 0.539266, 7.7451
-6.17501, -63.531, 0.841217, 0.540698, 7.7451
-6.12552, -63.4935, 0.840397, 0.541971, 7.7451
-6.06374, -63.4463, 0.83937, 0.54356, 7.7451
-6.00822, -63.4039, 0.838443, 0.544989, 7.7451
-5.94661, -63.3565, 0.83741, 0.546575, 7.7451
-5.8851, -63.3091, 0.836373, 0.54816, 7.7451
-5.82368, -63.2615, 0.835334, 0.549742, 7.7451
-5.76234, -63.2138, 0.834293, 0.551322, 7.7451
-5.70722, -63.1708, 0.833351, 0.552743, 7.7451
-5.65216, -63.1277, 0.832408, 0.554163, 7.7451
-5.59108, -63.0797, 0.831358, 0.555737, 7.7451
-5.53618, -63.0364, 0.83041, 0.557153, 7.7451
-5.47528, -62.9882, 0.829353, 0.558725, 7.7451
-5.41446, -62.9399, 0.828294, 0.560294, 7.7451
-5.3598, -62.8963, 0.827338, 0.561705, 7.7451
-5.29916, -62.8477, 0.826273, 0.56327, 7.7451
-5.24466, -62.8039, 0.825312, 0.564676, 7.7451
-5.19627, -62.7649, 0.824456, 0.565926, 7.7451
-5.13588, -62.7161, 0.823383, 0.567486, 7.7451
-5.03347, -62.6327, 0.821552, 0.570133, 7.7451
-5.00338, -62.6081, 0.821013, 0.57091, 7.7451
-4.9673, -62.5786, 0.820364, 0.571842, 7.7451
-4.90726, -62.5293, 0.819281, 0.573393, 7.7451
-4.8533, -62.4848, 0.818303, 0.574787, 7.7451
-4.79343, -62.4353, 0.817214, 0.576335, 7.7451
-4.70981, -62.3658, 0.815684, 0.578498, 7.7451
-4.67997, -62.3409, 0.815136, 0.57927, 7.7451
-4.62038, -62.2911, 0.814038, 0.580812, 7.7451
-4.56088, -62.2411, 0.812937, 0.582351, 7.7451
-4.50741, -62.1961, 0.811944, 0.583735, 7.7451
-4.44217, -62.1409, 0.810727, 0.585424, 7.7451
-4.38296, -62.0906, 0.809617, 0.586958, 7.7451
-4.33566, -62.0503, 0.808728, 0.588183, 7.7451
-4.27662, -61.9998, 0.807614, 0.589712, 7.7451
-4.20002, -61.934, 0.80616, 0.591697, 7.7451
-4.16471, -61.9036, 0.805488, 0.592613, 7.7451
-4.11182, -61.8578, 0.804478, 0.593983, 7.7451
-4.04728, -61.8018, 0.803239, 0.595656, 7.7451
-3.97702, -61.7405, 0.801884, 0.59748, 7.7451
-3.94778, -61.715, 0.801318, 0.598239, 7.7451
-3.88937, -61.6638, 0.800184, 0.599755, 7.7451
-3.82525, -61.6073, 0.798933, 0.60142, 7.7451
-3.77867, -61.5661, 0.798022, 0.602629, 7.7451
-3.72635, -61.5197, 0.796994, 0.603987, 7.7451
-3.65095, -61.4526, 0.795505, 0.605947, 7.7451
-3.61618, -61.4215, 0.794816, 0.60685, 7.7451
-3.56411, -61.3749, 0.793781, 0.608203, 7.7451
-3.50635, -61.3229, 0.792628, 0.609705, 7.7451
-3.44294, -61.2656, 0.791355, 0.611357, 7.7451
-3.39114, -61.2187, 0.790312, 0.612704, 7.7451
-3.33941, -61.1716, 0.789267, 0.61405, 7.7451
-3.24771, -61.0877, 0.787401, 0.616441, 7.7451
-3.2248, -61.0667, 0.786934, 0.617037, 7.7451
-3.18476, -61.0299, 0.786115, 0.61808, 7.7451
-3.12196, -60.972, 0.784827, 0.619715, 7.7451
-3.07066, -60.9245, 0.783769, 0.621052, 7.7451
-3.01375, -60.8716, 0.782591, 0.622536, 7.7451
-2.95128, -60.8133, 0.781293, 0.624164, 7.7451
-2.91157, -60.7761, 0.780465, 0.625199, 7.7451
-2.85495, -60.7229, 0.779279, 0.626677, 7.7451
-2.80408, -60.675, 0.778209, 0.628005, 7.7451
-2.75328, -60.6269, 0.777138, 0.62933, 7.7451
-2.70819, -60.5842, 0.776183, 0.630508, 7.7451
-2.65194, -60.5306, 0.774987, 0.631977, 7.7451
-2.59018, -60.4715, 0.773669, 0.63359, 7.7451
-2.53973, -60.4231, 0.772588, 0.634908, 7.7451
-2.47261, -60.3584, 0.771143, 0.636662, 7.7451
-2.4335, -60.3206, 0.770299, 0.637683, 7.7451
-2.38331, -60.272, 0.769211, 0.638995, 7.7451
-2.31653, -60.2069, 0.767758, 0.64074, 7.7451
-2.27763, -60.1689, 0.766909, 0.641756, 7.7451
-2.22216, -60.1145, 0.765692, 0.643207, 7.7451
-2.15021, -60.0437, 0.764107, 0.645089, 7.7451
-2.11705, -60.0109, 0.763374, 0.645957, 7.7451
-2.06738, -59.9617, 0.762273, 0.647256, 7.7451
-2.00131, -59.8959, 0.760801, 0.648985, 7.7451
-1.96282, -59.8575, 0.759941, 0.649992, 7.7451
-1.90793, -59.8025, 0.75871, 0.651428, 7.7451
-1.85862, -59.753, 0.7576, 0.65272, 7.7451
-1.81485, -59.7089, 0.756611, 0.653865, 7.7451
-1.7548, -59.6481, 0.755248, 0.655439, 7.7451
-1.70031, -59.5927, 0.754008, 0.656865, 7.7451
-1.65679, -59.5483, 0.753013, 0.658006, 7.7451
-1.60791, -59.4983, 0.751891, 0.659287, 7.7451
-1.55911, -59.4483, 0.750767, 0.660567, 7.7451
-1.4996, -59.3869, 0.749391, 0.662128, 7.7451
-1.451, -59.3367, 0.748262, 0.663404, 7.7451
-1.38635, -59.2695, 0.746753, 0.665101, 7.7451
-1.34332, -59.2247, 0.745746, 0.666231, 7.7451
-1.28963, -59.1685, 0.744483, 0.667641, 7.7451
-1.23605, -59.1123, 0.743219, 0.669048, 7.7451
-1.18258, -59.0559, 0.741952, 0.670453, 7.7451
-1.13454, -59.0051, 0.740808, 0.671717, 7.7451
-1.08659, -58.9542, 0.739662, 0.672978, 7.7451
-1.03342, -58.8976, 0.738387, 0.674377, 7.7451
-0.980353, -58.8409, 0.737109, 0.675774, 7.7451
-0.927395, -58.784, 0.735829, 0.677167, 7.7451
-0.879822, -58.7328, 0.734674, 0.678421, 7.7451
-0.832338, -58.6815, 0.733516, 0.679672, 7.7451
-0.78494, -58.6301, 0.732357, 0.680921, 7.7451
-0.74288, -58.5843, 0.731324, 0.68203, 7.7451
-0.690414, -58.527, 0.73003, 0.683415, 7.7451
-0.63283, -58.4639, 0.728604, 0.684935, 7.7451
-0.570171, -58.3949, 0.727044, 0.68659, 7.7451
-0.544091, -58.3661, 0.726394, 0.687279, 7.7451
-0.492038, -58.3084, 0.72509, 0.688654, 7.7451
-0.434914, -58.2449, 0.723652, 0.690165, 7.7451
-0.388264, -58.1928, 0.722474, 0.691398, 7.7451
-0.341705, -58.1406, 0.721293, 0.69263, 7.7451
-0.295232, -58.0884, 0.720111, 0.693859, 7.7451
-0.243708, -58.0302, 0.718795, 0.695223, 7.7451
-0.182035, -57.9603, 0.717212, 0.696855, 7.7451
-0.146114, -57.9195, 0.716287, 0.697806, 7.7451
-0.0949099, -57.8611, 0.714963, 0.699163, 7.7451
-0.0438185, -57.8026, 0.713636, 0.700517, 7.7451
0.0122514, -57.7381, 0.712174, 0.702003, 7.7451
0.052958, -57.6911, 0.711109, 0.703082, 7.7451
0.103727, -57.6323, 0.709774, 0.704429, 7.7451
0.154389, -57.5734, 0.708438, 0.705773, 7.7451
0.204938, -57.5144, 0.7071, 0.707114, 7.7451
0.265436, -57.4435, 0.705489, 0.70872, 7.7451
0.295643, -57.408, 0.704683, 0.709522, 7.7451
0.35089, -57.3428, 0.703203, 0.71099, 7.7451
0.390997, -57.2953, 0.702124, 0.712055, 7.7451
0.441019, -57.2359, 0.700773, 0.713384, 7.7451
0.490928, -57.1764, 0.69942, 0.71471, 7.7451
0.580406, -57.0689, 0.696979, 0.717091, 7.7451
0.590342, -57.0569, 0.696707, 0.717355, 7.7451
0.630014, -57.0091, 0.695619, 0.718411, 7.7451
0.679486, -56.9492, 0.694254, 0.71973, 7.7451
0.723924, -56.8952, 0.693025, 0.720913, 7.7451
0.773188, -56.8352, 0.691658, 0.722225, 7.7451
0.817429, -56.781, 0.690425, 0.723404, 7.7451
0.866475, -56.7208, 0.689052, 0.724712, 7.7451
0.915405, -56.6604, 0.687677, 0.726016, 7.7451
0.96909, -56.594, 0.686162, 0.727449, 7.7451
1.01292, -56.5395, 0.68492, 0.728618, 7.7451
1.05666, -56.4849, 0.683676, 0.729786, 7.7451
1.10514, -56.4242, 0.68229, 0.731081, 7.7451
1.14868, -56.3695, 0.681042, 0.732245, 7.7451
1.19213, -56.3148, 0.679792, 0.733405, 7.7451
1.24029, -56.2538, 0.6784, 0.734693, 7.7451
1.29312, -56.1866, 0.676866, 0.736106, 7.7451
1.3506, -56.1132, 0.67519, 0.737644, 7.7451
1.37929, -56.0765, 0.67435, 0.738411, 7.7451
1.43175, -56.009, 0.672808, 0.739817, 7.7451
1.50779, -55.9107, 0.670567, 0.741849, 7.7451
1.54573, -55.8615, 0.669442, 0.742864, 7.7451
1.55994, -55.843, 0.669019, 0.743246, 7.7451
1.60721, -55.7814, 0.66761, 0.744511, 7.7451
1.65436, -55.7196, 0.666199, 0.745774, 7.7451
1.6967, -55.664, 0.664925, 0.746911, 7.7451
1.74362, -55.6021, 0.663507, 0.74817, 7.7451
1.79509, -55.5339, 0.661944, 0.749554, 7.7451
1.83711, -55.478, 0.660663, 0.750683, 7.7451
1.88368, -55.4158, 0.659238, 0.751934, 7.7451
1.9255, -55.3598, 0.657952, 0.75306, 7.7451
1.96722, -55.3037, 0.656667, 0.754181, 7.7451
2.01346, -55.2412, 0.655235, 0.755425, 7.7451
2.05498, -55.185, 0.653944, 0.756543, 7.7451
2.10099, -55.1224, 0.652508, 0.757782, 7.7451
2.13773, -55.0723, 0.651359, 0.75877, 7.7451
2.18354, -55.0095, 0.64992, 0.760002, 7.7451
2.22455, -54.9531, 0.648626, 0.761107, 7.70224
2.26973, -54.8908, 0.647194, 0.762325, 7.65462
2.3102, -54.8347, 0.645913, 0.763411, 7.65598
2.36403, -54.7599, 0.644208, 0.76485, 7.65981
2.39538, -54.7162, 0.643209, 0.765691, 7.66201
2.4356, -54.6599, 0.641924, 0.766768, 7.66471
2.4802, -54.5973, 0.640495, 0.767962, 7.66764
2.52026, -54.5409, 0.639206, 0.769036, 7.67018
2.56466, -54.478, 0.63777, 0.770227, 7.67291
2.61338, -54.4088, 0.636187, 0.771535, 7.67581
2.67079, -54.3268, 0.634312, 0.773077, 7.6791
2.69284, -54.2952, 0.633589, 0.77367, 7.68032
2.74123, -54.2256, 0.631997, 0.774971, 7.68287
2.77634, -54.1749, 0.630835, 0.775917, 7.68469
2.82014, -54.1115, 0.629381, 0.777096, 7.68688
2.86383, -54.0479, 0.627926, 0.778273, 7.689
2.90306, -53.9907, 0.626613, 0.779331, 7.69084
2.94654, -53.9269, 0.625151, 0.780504, 7.6928
2.98991, -53.8631, 0.623686, 0.781675, 7.69471
3.0461, -53.78, 0.621776, 0.783195, 7.69709
3.06769, -53.748, 0.621041, 0.783778, 7.69798
3.10645, -53.6903, 0.619714, 0.784827, 7.69949
3.14512, -53.6325, 0.618384, 0.785876, 7.70098
3.18797, -53.5682, 0.616906, 0.787037, 7.70257
3.23498, -53.4974, 0.615277, 0.788311, 7.70428
3.29882, -53.4007, 0.613047, 0.790046, 7.70651
3.31157, -53.3813, 0.612601, 0.790392, 7.70694
3.34552, -53.3296, 0.611411, 0.791313, 7.70802
3.39206, -53.2584, 0.609769, 0.792579, 7.70949
3.42582, -53.2066, 0.608572, 0.793499, 7.71053
3.46372, -53.1482, 0.607225, 0.79453, 7.71165
3.50153, -53.0897, 0.605875, 0.79556, 7.71274
3.54341, -53.0247, 0.604371, 0.796703, 7.71391
3.58518, -52.9595, 0.602866, 0.797842, 7.71504
3.62267, -52.9008, 0.60151, 0.798865, 7.71602
3.66421, -52.8355, 0.599999, 0.800001, 7.71707
3.70563, -52.7701, 0.598484, 0.801135, 7.71809
3.75517, -52.6915, 0.596666, 0.80249, 7.71926
3.784, -52.6456, 0.595603, 0.803279, 7.71993
3.82917, -52.5734, 0.593929, 0.804518, 7.72092
3.87012, -52.5077, 0.592408, 0.805638, 7.7218
3.9028, -52.455, 0.591188, 0.806534, 7.72248
3.94352, -52.3891, 0.589658, 0.807653, 7.72329
3.98413, -52.3232, 0.588128, 0.808768, 7.72408
4.02057, -52.2637, 0.586748, 0.809769, 7.72477
4.06497, -52.1909, 0.58506, 0.81099, 7.72557
4.10119, -52.1313, 0.583675, 0.811988, 7.72621
4.17724, -52.0052, 0.580749, 0.814082, 7.72751
4.18124, -51.9986, 0.580595, 0.814192, 7.72757
4.21317, -51.9454, 0.579359, 0.815072, 7.72807
4.25295, -51.8789, 0.577813, 0.816169, 7.72868
4.29656, -51.8056, 0.576107, 0.817374, 7.72933
4.3282, -51.7523, 0.574867, 0.818247, 7.72979
4.36763, -51.6855, 0.573315, 0.819335, 7.73034
4.41475, -51.6053, 0.571445, 0.82064, 7.73098
4.44218, -51.5584, 0.570353, 0.821399, 7.73134
4.47735, -51.4981, 0.568951, 0.822371, 7.73179
4.51243, -51.4378, 0.567548, 0.823341, 7.73222
4.55127, -51.3707, 0.565984, 0.824416, 7.73268
4.58998, -51.3034, 0.564418, 0.825489, 7.73313
4.63241, -51.2294, 0.562694, 0.826666, 7.73361
4.67087, -51.162, 0.561124, 0.827732, 7.73403
4.71683, -51.0811, 0.559236, 0.829008, 7.73451
4.74358, -51.0338, 0.558135, 0.829751, 7.73478
4.77786, -50.973, 0.556716, 0.830703, 7.73511
4.82339, -50.8918, 0.554819, 0.831971, 7.73554
4.84989, -50.8444, 0.553712, 0.832708, 7.73579
4.88762, -50.7766, 0.552131, 0.833757, 7.73612
4.93271, -50.6951, 0.550229, 0.835014, 7.73651
4.95895, -50.6475, 0.549118, 0.835745, 7.73673
4.99631, -50.5795, 0.547531, 0.836785, 7.73703
5.04096, -50.4978, 0.545622, 0.838032, 7.73738
5.06693, -50.4501, 0.544506, 0.838757, 7.73758
5.10392, -50.3818, 0.542912, 0.83979, 7.73784
5.14812, -50.2998, 0.540996, 0.841025, 7.73816
5.17751, -50.2451, 0.539717, 0.841847, 7.73836
5.21411, -50.1767, 0.538117, 0.84287, 7.7386
5.24695, -50.115, 0.536676, 0.843789, 7.73882
5.2833, -50.0464, 0.53507, 0.844808, 7.73904
5.30868, -49.9984, 0.533946, 0.845519, 7.73919
5.34482, -49.9297, 0.532337, 0.846532, 7.73941
5.38083, -49.8609, 0.530729, 0.847541, 7.73961
5.41313, -49.799, 0.529278, 0.848449, 7.73979
5.45956, -49.7094, 0.527178, 0.849755, 7.74004
5.4845, -49.6611, 0.526047, 0.850455, 7.74017
5.51999, -49.592, 0.524429, 0.851454, 7.74035
5.55536, -49.5229, 0.52281, 0.852449, 7.74052
5.58709, -49.4606, 0.521352, 0.853342, 7.74067
5.61871, -49.3983, 0.519891, 0.854233, 7.74081
5.6537, -49.329, 0.518264, 0.85522, 7.74096
5.68162, -49.2735, 0.516963, 0.856008, 7.74108
5.71292, -49.211, 0.515499, 0.85689, 7.74121
5.74756, -49.1415, 0.513868, 0.857869, 7.74135
5.78208, -49.072, 0.512237, 0.858844, 7.74149
5.81646, -49.0024, 0.510603, 0.859817, 7.74162
5.86094, -48.9117, 0.508477, 0.861076, 7.74178
5.88482, -48.8629, 0.507331, 0.861751, 7.74187
5.91881, -48.7931, 0.505692, 0.862714, 7.74198
5.95267, -48.7232, 0.504052, 0.863674, 7.7421
5.98304, -48.6603, 0.502574, 0.864534, 7.74219
6.03669, -48.5482, 0.499944, 0.866058, 7.74236
6.05675, -48.5061, 0.498956, 0.866627, 7.74242
6.07344, -48.4711, 0.498133, 0.867101, 7.74247
6.1166, -48.3798, 0.495985, 0.868331, 7.74259
6.13978, -48.3306, 0.49483, 0.86899, 7.74266
6.17933, -48.2462, 0.492849, 0.870115, 7.74276
6.20234, -48.197, 0.491691, 0.87077, 7.74282
6.23507, -48.1265, 0.490036, 0.871702, 7.7429
6.27092, -48.049, 0.488216, 0.872723, 7.74299
6.3195, -47.9431, 0.485731, 0.874109, 7.7431
6.33244, -47.9149, 0.485066, 0.874478, 7.74313
6.36784, -47.8371, 0.483239, 0.875488, 7.74321
6.3967, -47.7735, 0.481743, 0.876312, 7.74327
6.43499, -47.6885, 0.479745, 0.877408, 7.74335
6.45726, -47.6389, 0.478579, 0.878044, 7.74339
6.48578, -47.5751, 0.47708, 0.87886, 7.74345
6.51734, -47.5041, 0.47541, 0.879764, 7.74351
6.54563, -47.4402, 0.473906, 0.880576, 7.74356
6.57693, -47.3691, 0.472234, 0.881473, 7.74362
6.61429, -47.2837, 0.470223, 0.882548, 7.74368
6.63292, -47.241, 0.469217, 0.883083, 7.74371
6.66077, -47.1768, 0.467708, 0.883883, 7.74376
6.68851, -47.1127, 0.466199, 0.88468, 7.7438
6.71918, -47.0413, 0.464518, 0.885564, 7.74385
6.74668, -46.9771, 0.463003, 0.886357, 7.74389
6.77408, -46.9127, 0.46149, 0.887145, 7.74393
6.80739, -46.8341, 0.459635, 0.888108, 7.74397
6.84353, -46.7481, 0.457609, 0.889154, 7.74402
6.85856, -46.7123, 0.456765, 0.889587, 7.74404
6.89145, -46.6335, 0.454905, 0.89054, 7.74408
6.936, -46.5258, 0.452364, 0.891833, 7.74414
6.94786, -46.4971, 0.451687, 0.892176, 7.74415
6.97148, -46.4396, 0.45033, 0.892862, 7.74418
7.00088, -46.3677, 0.448632, 0.893717, 7.74421
7.04177, -46.2669, 0.446255, 0.894906, 7.74426
7.05634, -46.2309, 0.445405, 0.895329, 7.74427
7.08534, -46.1589, 0.443703, 0.896174, 7.7443
7.11133, -46.094, 0.442169, 0.896932, 7.74433
7.14007, -46.0218, 0.440465, 0.89777, 7.74436
7.17153, -45.9424, 0.438589, 0.898688, 7.74438
7.19999, -45.8701, 0.436882, 0.899519, 7.74441
7.22548, -45.805, 0.435343, 0.900265, 7.74443
7.25368, -45.7326, 0.433633, 0.901089, 7.74446
7.2901, -45.6384, 0.431407, 0.902157, 7.74449
7.30686, -45.5949, 0.430379, 0.902648, 7.7445
7.33189, -45.5296, 0.428836, 0.903382, 7.74452
